Longitude,Latitude
-114.26676423378,51.115002747087
-114.266732283452,51.1149954017122
-114.266700215737,51.1149882552675
-114.266668039214,51.1149813095313
-114.266629277833,51.1149732425089
-114.266594098653,51.1149662020155
-114.266558793702,51.114959392832
-114.266523378789,51.1149528320027
-114.266487848128,51.1149465069551
-114.266452216041,51.1149404248482
-114.266416483982,51.1149345901735
-114.266380643325,51.1149289930618
-114.2663447184,51.1149236424474
-114.266308702076,51.1149185401443
-114.266272592888,51.114913679863
-114.266236409403,51.1149090615611
-114.266200150253,51.1149046960294
-114.266163815376,51.1149005724801
-114.266127414804,51.1148966971833
-114.266090937134,51.1148930737607
-114.266054410875,51.1148896931576
-114.266017824659,51.1148865652886
-114.26598119845,51.1148836847143
-114.265944512251,51.1148810514802
-114.265907784665,51.1148786718367
-114.265871022792,51.1148765385759
-114.265834220958,51.1148746589024
-114.265797391981,51.1148730264942
-114.265760538749,51.1148716467385
-114.265723661259,51.1148705196354
-114.2656867652,51.1148696406771
-114.265649862021,51.1148690143323
-114.265612941719,51.1148686397248
-114.265576022845,51.1148685141156
-114.265539102557,51.114868640208
-114.265502190833,51.1148690143835
-114.265465279152,51.114869645651
-114.265405778137,51.1148711785976
-114.265346319442,51.114873368561
-114.265286935869,51.114876207376
-114.26525134608,51.1148782244774
-114.26521579046,51.1148804725243
-114.265180274756,51.1148829577965
-114.265144803226,51.1148856757896
-114.265085787901,51.1148907251202
-114.265026923381,51.1148964231315
-114.26499168467,51.1149001464917
-114.264956513004,51.1149041061171
-114.264898032169,51.1149112199622
-114.264863045399,51.1149157967292
-114.26482813275,51.1149205989579
-114.264770138369,51.1149291194157
-114.264735451994,51.1149345324002
-114.264700866916,51.114940177977
-114.264643431719,51.1149500878042
-114.264586274332,51.1149606307446
-114.264529426103,51.114971794142
-114.264495458551,51.1149787930005
-114.264461617933,51.1149860127073
-114.264356454389,51.1150082346624
-114.26355985638,51.1151825413101
-114.26276341045,51.1153557571298
-114.261967080216,51.1155290149012
-114.261775929099,51.1155706047313
-114.261758736594,51.1155742696378
-114.261737134765,51.1155786348154
-114.261719776043,51.115581952189
-114.261697964645,51.1155858809317
-114.261662851029,51.1155916625351
-114.261645198645,51.1155943216138
-114.261623054068,51.1155974231419
-114.261605283972,51.1155997246901
-114.261582995467,51.1156023788483
-114.261565109115,51.1156043273576
-114.261542696673,51.1156065332021
-114.261524725431,51.1156081187134
-114.26150221191,51.115609877092
-114.261479657003,51.1156113883435
-114.261461576886,51.115612410438
-114.261438880491,51.1156133996998
-114.261419938336,51.1156140263727
-114.261397391794,51.1156147429053
-114.261370301553,51.1156151270835
-114.261338694428,51.1156151222097
-114.261311612643,51.1156147269534
-114.261284548836,51.1156139738628
-114.261257508721,51.1156128629253
-114.261226025993,51.1156111092575
-114.261199104344,51.1156092240336
-114.261172240636,51.1156069754924
-114.261145467778,51.1156043743483
-114.261114346671,51.1156008938314
-114.261083374231,51.1155969284325
-114.261056953228,51.1155931479403
-114.26103066738,51.1155890192413
-114.261000180431,51.1155837636219
-114.260974228849,51.1155788826299
-114.260948435306,51.1155736587742
-114.260913648748,51.1155660124917
-114.260879221479,51.115557745112
-114.26085789691,51.1155522631525
-114.260840963679,51.1155477036201
-114.260807397485,51.1155381352952
-114.260774284937,51.115527961845
-114.260741647545,51.1155171985043
-114.260709513875,51.11550584521
-114.26069364296,51.1154999582145
-114.260673999172,51.1154923904731
-114.260634309851,51.1154769250569
-114.260594394769,51.1154616911641
-114.260554252552,51.1154466986862
-114.260513886036,51.1154319440208
-114.260473302357,51.1154174262527
-114.260424309,51.115400327394
-114.260383255647,51.1153863464234
-114.260341993759,51.1153726131177
-114.260284300941,51.1153539612786
-114.26022623098,51.115335793893
-114.260167783818,51.115318101072
-114.260108969532,51.115300897176
-114.260049803812,51.1152841785737
-114.259990295275,51.115267954235
-114.259930451036,51.1152522196488
-114.25987028969,51.1152369801671
-114.259809811267,51.115222241183
-114.25974903004,51.1152080017655
-114.25968795744,51.1151942627875
-114.259626607807,51.1151810350045
-114.259564982568,51.1151683184128
-114.259527877113,51.115160930373
-114.25949068986,51.1151537258916
-114.259428503966,51.1151421305817
-114.259366092472,51.1151310508456
-114.258846800614,51.1163200289847
-114.258886816113,51.1163271330176
-114.258926673594,51.1163345834879
-114.258966363102,51.1163423876096
-114.258996012257,51.1163484690654
-114.259035392384,51.1163568788517
-114.259074571653,51.1163656360698
-114.259113557178,51.1163747353105
-114.259152334645,51.1163841712119
-114.259190904121,51.1163939554605
-114.259229254085,51.1164040710018
-114.259267370286,51.1164145232614
-114.259295807981,51.1164225796544
-114.259324109635,51.1164308260237
-114.25936162495,51.1164421102279
-114.259398887881,51.1164537213039
-114.259435891287,51.1164656592677
-114.259485469708,51.1164822726981
-114.259510073765,51.1164907978151
-114.259539423208,51.116501223593
-114.259587921631,51.1165190583722
-114.259635877681,51.1165374624808
-114.259675524052,51.1165528069687
-114.259715515479,51.1165677874953
-114.259765980078,51.1165860070854
-114.259806723978,51.1166001723467
-114.259847784308,51.1166139629216
-114.259889155388,51.1166273851152
-114.259930828618,51.1166404335525
-114.259972783977,51.1166531037827
-114.260015034308,51.1166653939792
-114.260057559589,51.1166772996912
-114.260100352679,51.1166888209345
-114.260143396406,51.1166999523531
-114.260186700803,51.1167107002171
-114.260230238662,51.1167210520014
-114.260274009992,51.1167310095035
-114.260329034204,51.1167428998834
-114.260361503801,51.1167495923026
-114.26039409077,51.1167560740938
-114.260426776489,51.1167623354098
-114.260470524092,51.116770344836
-114.26050345408,51.1167761003687
-114.260547493538,51.116783429499
-114.260580640631,51.1167886748136
-114.26061386218,51.1167936979088
-114.260658287544,51.1168000534582
-114.260691701883,51.1168045609951
-114.260725183541,51.1168088472271
-114.260769941898,51.116814218525
-114.260803583487,51.1168179883726
-114.26084853505,51.1168226643102
-114.260882309376,51.116825907945
-114.260916142453,51.1168289311928
-114.260961328381,51.116832611411
-114.260995269935,51.1168351129946
-114.261029244464,51.1168373825621
-114.261063262027,51.1168394308784
-114.261097312595,51.1168412525722
-114.261131387602,51.1168428485615
-114.261176858497,51.1168446276499
-114.261210984813,51.1168456967085
-114.261245126992,51.1168465391827
-114.261279286463,51.1168471550693
-114.26132483996,51.1168476241249
-114.261359007891,51.1168477140753
-114.261393183079,51.1168475711678
-114.261438738042,51.1168470342349
-114.261472888867,51.1168463708584
-114.261518408422,51.1168451282867
-114.261574898064,51.1168430269215
-114.261631311382,51.1168403099094
-114.26168764977,51.1168369718535
-114.261743887514,51.1168330119125
-114.261800007532,51.1168284409124
-114.261855985486,51.1168232490192
-114.26191182143,51.1168174461217
-114.261967482516,51.1168110331926
-114.262022958734,51.1168040084565
-114.262078225838,51.116796378261
-114.262111288739,51.116791507287
-114.262144260432,51.1167864207568
-114.26219902577,51.116777458465
-114.2622535392,51.1167679015982
-114.262307769262,51.1167577439346
-114.262361714557,51.1167469908715
-114.262415359407,51.1167356487371
-114.262606961429,51.1166939921355
-114.263403299372,51.1165207489159
-114.264199629857,51.116347490392
-114.264703199827,51.1162378933878
-114.26470325003,51.1165283953684
-114.264703359991,51.1172255526213
-114.264703343322,51.1172481319407
-114.264703016207,51.1177728040726
-114.264703544047,51.1183206126551
-114.264703635735,51.1188683259843
-114.264703768763,51.1197742097
-114.264703803338,51.1199374830067
-114.266818907539,51.1199380782606
-114.268933442581,51.1199385367838
-114.269063042531,51.119939057634
-114.269064148011,51.1211051179543
-114.269063795842,51.1227052953022
-114.268933208361,51.1227052900259
-114.266841261064,51.1227050846101
-114.26679773138,51.1227050742504
-114.264705493267,51.1227047054386
-114.264705585018,51.1228734756941
-114.264706145338,51.1237798288767
-114.264706480655,51.1243281290631
-114.264706822448,51.124875807101
-114.264706864832,51.1249579533387
-114.264419536188,51.1249579003412
-114.2644193011,51.1248756907131
-114.264418514738,51.1241567207717
-114.264418238838,51.1238579330412
-114.264418188086,51.1238040052589
-114.264417971636,51.123573428002
-114.264417544515,51.1231040245612
-114.26343175397,51.1231043461492
-114.263432380704,51.1227044472412
-114.26205393861,51.1227041424611
-114.260958667751,51.1227039836911
-114.259863413655,51.1227037525975
-114.258768141249,51.1227035625279
-114.257671799764,51.1227030049707
-114.257671816903,51.1247137244882
-114.257672745334,51.1248739221161
-114.257672770052,51.1249561627767
-114.257672845188,51.1251832900575
-114.25759809378,51.1251832695445
-114.2576015242,51.1323860089437
-114.257601892553,51.1326106622454
-114.257603531545,51.1336170874524
-114.25760466163,51.1343045063838
-114.25760566541,51.1349155443687
-114.257606033813,51.1351401912801
-114.257606994813,51.1357242685276
-114.257608651604,51.1367307264193
-114.257609170078,51.1370452411582
-114.257610308536,51.1377371823389
-114.257612926776,51.1393279433065
-114.257613345572,51.1396019302861
-114.257610291089,51.1434940259015
-114.257609790136,51.1440944324408
-114.257609521244,51.1444235485229
-114.257607530524,51.1468269790073
-114.257617110289,51.1512243997543
-114.25761770374,51.1514940015685
-114.25762327638,51.1540165810952
-114.257623317943,51.1540355966693
-114.257623083878,51.1542163795003
-114.257261554456,51.1542165845396
-114.254560915905,51.1542175790574
-114.245872637355,51.1542202151512
-114.237240077118,51.154239587562
-114.235802727505,51.1542427545131
-114.234365379108,51.1542459118908
-114.234368282627,51.1556926582808
-114.234372607044,51.1578455595229
-114.234370289836,51.1596541691087
-114.234371929654,51.1614621490261
-114.234446012814,51.1614620590118
-114.234447652387,51.1623893763931
-114.234450999155,51.1649177909645
-114.234451500958,51.1652629846812
-114.234452128185,51.168264163434
-114.234452245764,51.1686878131862
-114.234378188496,51.1686879606775
-114.234378631557,51.1695223722445
-114.234378665528,51.1695894432541
-114.234378723093,51.1696811977382
-114.234378790646,51.169772947706
-114.234379267669,51.1704907672245
-114.234379376187,51.1722938547333
-114.234379417518,51.1724746444234
-114.234379676924,51.1734329947441
-114.234379727125,51.1736138383184
-114.234380003664,51.1746474794799
-114.23438037178,51.1758997181761
-114.234454421085,51.1758996704916
-114.234454721867,51.1767939175207
-114.234454997652,51.1776880161353
-114.234380915449,51.177688063884
-114.234382554691,51.1831116564295
-114.234382530229,51.1832924144524
-114.23409483286,51.1832925139736
-114.222611210402,51.1832916362876
-114.211345384873,51.183295806043
-114.211258224603,51.1832958322028
-114.211114418875,51.1832958895023
-114.210752754831,51.1832960479857
-114.187825073478,51.1833038561623
-114.187825032036,51.1833464513144
-114.17605090787,51.1833473084781
-114.16427464351,51.1833465199446
-114.152798532842,51.1833444215329
-114.145219815696,51.1833424975561
-114.143344235247,51.1833419292718
-114.143045002006,51.1833429445317
-114.141035512861,51.1833412254629
-114.141033429278,51.1832949588914
-114.13488954167,51.1833106174841
-114.129542535725,51.1833236157883
-114.117762172479,51.1833513945114
-114.106245017535,51.1833801243566
-114.094441720542,51.1834083707405
-114.082944686562,51.183434797975
-114.071315617964,51.1834600205155
-114.059666887896,51.1834768517086
-114.058203217742,51.1834786398368
-114.048227814228,51.1834903333912
-114.04822609925,51.1834903331992
-114.047940024433,51.1834906808941
-114.036448646895,51.1835079109965
-114.036447986078,51.1835079112024
-114.035317710247,51.1835089419387
-114.02495830561,51.1835178598402
-114.024670473934,51.1835180755038
