Longitude,Latitude
-114.013290531629,51.2124253175644
-114.020165173735,51.2124233910348
-114.024716833109,51.2124214359038
-114.025004711885,51.2124213064297
-114.030814023581,51.2124146801618
-114.035255631435,51.2124093631601
-114.036494923012,51.2124078146272
-114.038369337662,51.2124055529417
-114.0423648152,51.2124006320351
-114.047965962716,51.2123935729223
-114.048253697939,51.2123932460817
-114.053836977159,51.2123820820296
-114.05972023897,51.2123696628925
-114.065179223835,51.2123580929998
-114.071183696999,51.2123449104472
-114.071183734501,51.2123915118648
-114.071471782514,51.2123908625594
-114.082947866294,51.2123636133304
-114.0944355868,51.2123360294151
-114.094723678569,51.212335392063
-114.100482848064,51.2123281977051
-114.106239045474,51.2123207001561
-114.117755576689,51.2123048748984
-114.11804345389,51.2123044671201
-114.129534038365,51.2122636364861
-114.129533674793,51.205024634196
-114.129529359826,51.2049331394459
-114.129532986776,51.2011294381263
-114.129532954993,51.2008553493156
-114.129532308695,51.1977901106743
-114.135375013822,51.1977706520941
-114.138224244551,51.1977609008668
-114.140946031678,51.1977516797172
-114.141307486602,51.1977504832761
-114.141307594685,51.1976188408721
-114.141309020983,51.1968465868943
-114.152516831602,51.1968281304447
-114.152520717406,51.1977320200086
-114.152808932542,51.1977315361167
-114.164236432182,51.1977114723975
-114.16467240377,51.1977109477823
-114.164668974052,51.1973709578532
-114.164651996813,51.197127788659
-114.164601363536,51.1968864736904
-114.167943806017,51.1969219738881
-114.167943695792,51.197716113246
-114.176068146045,51.1977285432282
-114.187537996132,51.1977451429721
-114.187825784033,51.1977455452827
-114.199349873018,51.1977530172633
-114.210873219584,51.1977593295848
-114.211161005369,51.1977594992133
-114.211160627615,51.1975403994744
-114.211159449831,51.196855510581
-114.211159365199,51.1966905136524
-114.211159097666,51.1966322998585
-114.211158162963,51.1960412618263
-114.211158021357,51.1959514379767
-114.211157582201,51.1955292121485
-114.211156650219,51.1950473651287
-114.211156325396,51.1948282463143
-114.211155307842,51.194143301078
-114.211154985996,51.1939242020012
-114.211153979835,51.1932392278715
-114.211152680545,51.192335154473
-114.211151395663,51.1914310809082
-114.211151025832,51.1912064739374
-114.211149909316,51.1905273509664
-114.21122402238,51.1905273610346
-114.211206477057,51.186911494431
-114.211131987309,51.1869119893475
-114.211115014506,51.1834109391515
-114.211114513259,51.183358823246
-114.211258361907,51.1833587254162
-114.218385047225,51.1833557025743
-114.219395673628,51.1832929419631
-114.222611211841,51.1832916380827
-114.234094835721,51.1832925139679
-114.234382530224,51.1832924135534
-114.234382554704,51.1831116591263
-114.234380915444,51.1776880629851
-114.234454997643,51.1776880143374
-114.234454719011,51.1767939184254
-114.234454423945,51.1758996704859
-114.234380374645,51.1758997190693
-114.23438000652,51.1746474785752
-114.234379727112,51.1736138356215
-114.234379676914,51.1734329929462
-114.234379418953,51.1724746453194
-114.234379376196,51.1722938565312
-114.234379263388,51.1704907690309
-114.234378792062,51.1697729450063
-114.234378727383,51.1696811977296
-114.234378664089,51.1695894414591
-114.234378628693,51.1695223713513
-114.234378185636,51.1686879606832
-114.234452245764,51.1686878131862
-114.234452132475,51.1682641634254
-114.234451500962,51.1652629855801
-114.234450999164,51.1649177927624
-114.234447649542,51.1623893790957
-114.234446011375,51.1614620572168
-114.234371926803,51.1614621508298
-114.234370289845,51.1596541709066
-114.234372611323,51.1578455577164
-114.234368284056,51.155692658278
